Charging event,Chargepoint ID,Borough,Operator,Plug in Date and Time,Unplug Date and Time,Charge start Date and Time,Charge end Date and Time,Total kWh
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
,,#N/A,,,,,,
